username,language,isInfluencer,profession,isBank,isViral,hashtags
ASupraspace,0,0,0,0,0,0
fatz68,0,0,0,0,0,0
mmelegancy,0,0,0,0,0,0
bankofengland,en,1,unknown,0,0,
ReginaWalton,0,0,0,0,0,0
Bellka84875419,0,0,0,0,0,0
MisterQuintus,0,0,0,0,0,0
KtbearK,0,0,0,0,0,0
david_mutumba1,0,0,0,0,0,0
nw_jan,0,0,0,0,0,0
Mangiafuococo,0,0,0,0,0,0
tarangjain13,0,0,0,0,0,0
AshleyM34818259,0,0,0,0,0,0
onigiri247,0,0,0,0,0,0
lostinthemome17,0,0,0,0,0,0
RoyalFamily,0,0,0,0,0,0
parcelbroker,0,0,0,0,0,0
tinas411,0,0,0,0,0,0
IrnBruGal,0,0,0,0,0,0
Michelle290107,0,0,0,0,0,0
azheraslam1,0,0,0,0,0,0
drweb30,0,0,0,0,0,0
KieranWindsor,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['StandWithUkraine']
basque_golance,0,0,0,0,0,0
LANk655,0,0,0,0,0,0
bankofengland,en,0,critic,0,0,['inflation']
ogue,0,0,0,0,0,0
Quant_Girl,0,0,0,0,0,0
Rudolphus_hodl,0,0,0,0,0,0
Itslossedandnot,0,0,0,0,0,0
ramsayrules,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,"['MonetaryPolicyReport', 'Inflation']"
thebankofghana,0,0,0,0,0,0
FCDOGovUK,0,0,0,0,0,0
Don_Carlo7,0,0,0,0,0,0
LdnParris,0,0,0,0,0,0
ValeriaOrtizVM,0,0,0,0,0,0
PeterMNorman,0,0,0,0,0,0
marktabet,0,0,0,0,0,0
SimonBean8,0,0,0,0,0,0
OmarXhagag,0,0,0,0,0,0
cityoflondon,0,0,0,0,0,0
sparkyshiny,0,0,0,0,0,0
StereoVogue,0,0,0,0,0,0
ecb,0,0,0,0,0,0
KingsCollegeLon,0,0,0,0,0,0
kingsbschool,0,0,0,0,0,0
BoE_Research,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['Wimbledon2022']
stevenexcels,0,0,0,0,0,0
rhock1979,0,0,0,0,0,0
Carlotta678,0,0,0,0,0,0
paulysfootball,0,0,0,0,0,0
jayzheather7,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['100daystogo', 'AlanTuringsbirthday']"
farmfriendlincs,0,0,0,0,0,0
Kristaltipps13,0,0,0,0,0,0
mccann_bert,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['PlatinumJubilee', 'HM70']"
PETITJEANEmeli1,0,0,0,0,0,0
Greyadder,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['BoECitizensPanel', 'BradfordLitFest']"
BradfordLitFest,0,0,0,0,0,0
zoesqwilliams,0,0,0,0,0,0
Tirthankar_WEX,0,0,0,0,0,0
cstone_press,0,0,0,0,0,0
boescotland,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['UKWEN']
RoyalEconSoc,0,0,0,0,0,0
boemuseum,0,0,0,0,0,0
tomjrowley,0,0,0,0,0,0
BoEYorkshire,0,0,0,0,0,0
MeenaMS0705,0,0,0,0,0,0
boro19932013,0,0,0,0,0,0
maxmarr,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['banknotes', 'OnThisDay']"
Ntombi202020,0,0,0,0,0,0
karardotartist,0,0,0,0,0,0
FillisMarco1,0,0,0,0,0,0
gurevitchesque,0,0,0,0,0,0
ronny_whitman,0,0,0,0,0,0
pique90s,0,0,0,0,0,0
Maheshk79877770,0,0,0,0,0,0
mou_valer,0,0,0,0,0,0
jonslinn,0,0,0,0,0,0
HerHandsMyHands,0,0,0,0,0,0
h_irish37,0,0,0,0,0,0
LolithaShosha,0,0,0,0,0,0
Bruegel_org,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['fintech']
bankofengland,en,0,unknown,0,0,"['cryptoassets', 'financialstability']"
bankofengland,en,0,unknown,0,0,['financialstability']
Whitchurch1,0,0,0,0,0,0
densityMeter,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['RNIB']
M4ntha85,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['InternationalWomensDay', 'IWD2022', 'banknotes']"
Michael58739848,0,0,0,0,0,0
ChidiObihara,0,0,0,0,0,0
BoECentralSouth,0,0,0,0,0,0
stonewalluk,0,0,0,0,0,0
bagulvinod12,0,0,0,0,0,0
Tommy_M_E_J,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,"['AI', 'AIPPF']"
bankofengland,en,0,supporter,0,0,['BoECommunityForum']
mencap_charity,0,0,0,0,0,0
bigusrobus,0,0,0,0,0,0
Walter_Essex,0,0,0,0,0,0
rugbywarrior,0,0,0,0,0,0
brendempsey,0,0,0,0,0,0
bwgooner78,0,0,0,0,0,0
BoEYouthForum,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['banknotes']
CarliniCarter,0,0,0,0,0,0
tequilaMidget1,0,0,0,0,0,0
GreenOceanSky,0,0,0,0,0,0
philD5269,0,0,0,0,0,0
q1hills,0,0,0,0,0,0
AdamSwannRacing,0,0,0,0,0,0
Quietly_mumbles,0,0,0,0,0,0
taschoudhury,0,0,0,0,0,0
Gkburak2,0,0,0,0,0,0
garryowen1888,0,0,0,0,0,0
Rickyp_04,0,0,0,0,0,0
NSPCC,0,0,0,0,0,0
Shelter,0,0,0,0,0,0
hines_stephen,0,0,0,0,0,0
technologypoet,0,0,0,0,0,0
asiahodl,0,0,0,0,0,0
Lynne_Murray007,0,0,0,0,0,0
steveprioruk,0,0,0,0,0,0
MaierViv,0,0,0,0,0,0
50sBornWomen,0,0,0,0,0,0
boldonlad,0,0,0,0,0,0
officialnucky,0,0,0,0,0,0
ResistNewNormal,0,0,0,0,0,0
Jangowaterfall,0,0,0,0,0,0
federalreserve,0,0,0,0,0,0
yourboysly,0,0,0,0,0,0
rbentley023,0,0,0,0,0,0
labourchaos1,0,0,0,0,0,0
TimWardCam,0,0,0,0,0,0
The_Macula,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,"['IDPD', 'PurpleLightUp']"
Valuable500,0,0,0,0,0,0
999bradders,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['BoECitizensPanel', 'economicsfest']"
bristolideas,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['banknotes', 'BlackFriday']"
NedjarHadjira,0,0,0,0,0,0
oeysterpearl,0,0,0,0,0,0
muckleton,0,0,0,0,0,0
AgreeT0D1sagree,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['TalkMoney']
jonathanmaguia,0,0,0,0,0,0
bankofengland,en,0,critic,0,0,"['BoECitizensPanel', 'TalkMoney']"
Redchick69,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['TalkMoney', 'MoneyandMe']"
BeanoOfficial,0,0,0,0,0,0
MasonMagoo,0,0,0,0,0,0
jamesjopling,0,0,0,0,0,0
BHFScotland,0,0,0,0,0,0
ACOSVO,0,0,0,0,0,0
bankofengland,en,0,politics,0,0,"['MonetaryPolicyReport', 'BankRate']"
bankofengland,en,0,finance expert,0,0,['economicsfest']
GoacherLouis,0,0,0,0,0,0
netherthirddcc,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['COP26']
UnitedKingdomo5,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['BoECitizensPanel', 'TalkMoney']"
bankofengland,en,0,unknown,0,0,['Banknotes']
RDChoirgirl,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['CommunityForum']
bankofengland,en,0,finance expert,0,0,"['BoECitizensPanel', 'TalkMoneyWeek']"
BBCOne,0,0,0,0,0,0
DomLittlewood,0,0,0,0,0,0
targetjobsUK,0,0,0,0,0,0
ciare29,0,0,0,0,0,0
MIT,0,0,0,0,0,0
leehoward708,0,0,0,0,0,0
togetherwomen,0,0,0,0,0,0
xxjessicanxx,0,0,0,0,0,0
TheBanker,0,0,0,0,0,0
OttoOsirian,0,0,0,0,0,0
chris_butland,0,0,0,0,0,0
BoENIreland,0,0,0,0,0,0
amranmo83801024,0,0,0,0,0,0
mikkikezmar,0,0,0,0,0,0
Dovydas97468098,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['WRConf']
womenreturners,0,0,0,0,0,0
AtBloke,0,0,0,0,0,0
nigelrumble,0,0,0,0,0,0
bankofengland,en,0,conspiracy theorist,0,0,
bankofengland,en,0,unknown,0,0,['BoECommunityForum']
GiveBradford,0,0,0,0,0,0
network_race,0,0,0,0,0,0
beaccommunity,0,0,0,0,0,0
kawacc_keighley,0,0,0,0,0,0
TheValleyProje1,0,0,0,0,0,0
foodbankBD,0,0,0,0,0,0
COP26,0,0,0,0,0,0
bancaditalia,0,0,0,0,0,0
nick66g,0,0,0,0,0,0
evelyncolleen,0,0,0,0,0,0
Blondedee30,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,['BankOverground']
LlamaLorna,0,0,0,0,0,0
TheOasisCurator,0,0,0,0,0,0
5180KayVee,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['WOCC21', 'WomenofColour']"
GG2Diversity,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,['BankOverground']
bankofengland,en,0,supporter,0,0,['BoECitizensPanel']
BoESouthWest,0,0,0,0,0,0
PotholeOpinion,0,0,0,0,0,0
JohnDic12856102,0,0,0,0,0,0
kennysmeaton,0,0,0,0,0,0
i_am_gizmo_uk,0,0,0,0,0,0
sparkle1973,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['MoneyandMe']
bankofengland,en,0,supporter,0,0,['BankOverground']
baysieblue,0,0,0,0,0,0
SatoshiNotamo,0,0,0,0,0,0
Popsicl46385504,0,0,0,0,0,0
SASchofield52,0,0,0,0,0,0
CryptoIreland3,0,0,0,0,0,0
George_Nixon97,0,0,0,0,0,0
englishwanted,0,0,0,0,0,0
LuekeChristine,0,0,0,0,0,0
AmateurInvest15,0,0,0,0,0,0
CoryBeck19,0,0,0,0,0,0
SpinkandSon,0,0,0,0,0,0
aktcharity,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BankOverground']
anirudh123,0,0,0,0,0,0
NGFS_,0,0,0,0,0,0
koshgupta,0,0,0,0,0,0
guywalters,0,0,0,0,0,0
CFTyneWearNland,0,0,0,0,0,0
NERSRefugee,0,0,0,0,0,0
HextolCharity,0,0,0,0,0,0
NEYouth_,0,0,0,0,0,0
BackontheMapLtd,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,"['ClimateTrainingAlliance', 'IAIS']"
BIS_org,0,0,0,0,0,0
SIFForum,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BoEFlagship']
TrumptonR,0,0,0,0,0,0
angelakw76,0,0,0,0,0,0
dis_politics,0,0,0,0,0,0
Mike8819uk,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['TheNew50']
kirah_ldn,0,0,0,0,0,0
Leeboi365,0,0,0,0,0,0
KhaiSohaib,0,0,0,0,0,0
moomarketing1,0,0,0,0,0,0
HoistForex,0,0,0,0,0,0
nazgar001,0,0,0,0,0,0
Sh3lby118,0,0,0,0,0,0
sn1428,0,0,0,0,0,0
DoubleUSee,0,0,0,0,0,0
JonWilsonAuthor,0,0,0,0,0,0
EBS_GWC,0,0,0,0,0,0
hbarrow1,0,0,0,0,0,0
Steve59810455,0,0,0,0,0,0
Matty_EstUK,0,0,0,0,0,0
beltalowda89,0,0,0,0,0,0
bletchleypark,0,0,0,0,0,0
bankofengland,en,1,unknown,0,0,['TheNew50']
bankofengland,en,0,unknown,0,0,['CityWeek2021']
cfcityweek,0,0,0,0,0,0
daisyeye1,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['TheNew50']
yasheshb,0,0,0,0,0,0
LSEnews,0,0,0,0,0,0
cdf1530,0,0,0,0,0,0
FXMC1957,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['CarersWeek']
carersweek,0,0,0,0,0,0
CarersUK,0,0,0,0,0,0
NPL,0,0,0,0,0,0
BoEWestMids,0,0,0,0,0,0
metoffice,0,0,0,0,0,0
hollycorner,0,0,0,0,0,0
odministrator,0,0,0,0,0,0
vpharm,0,0,0,0,0,0
NPGLondon,0,0,0,0,0,0
catherin_naylor,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['TheNew50']
Jamil1818,0,0,0,0,0,0
LiamPeterTemple,0,0,0,0,0,0
thetimes,0,0,0,0,0,0
phil_grubb,0,0,0,0,0,0
BlakeFox7,0,0,0,0,0,0
Alami94,0,0,0,0,0,0
urssaRMR,0,0,0,0,0,0
bankofengland,en,0,critic,0,0,['BoECitizensPanel']
BoEEastMids,0,0,0,0,0,0
Tanni_GT,0,0,0,0,0,0
ParalympicsGB,0,0,0,0,0,0
AdukhaMorris,0,0,0,0,0,0
Boopis_Capital,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['banknotes']
XrpBart,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['OnThisDay', 'banknotes']"
EAjekiigbe,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['fintech', 'UKFW21']"
Tom_Hingston,0,0,0,0,0,0
iijagne,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['WIPEMEA2021']
WomeninPayments,0,0,0,0,0,0
DrDRHamilton,0,0,0,0,0,0
zebulon_,0,0,0,0,0,0
AlternateSciFi,0,0,0,0,0,0
TigerZindaHay,0,0,0,0,0,0
ariasmaid,0,0,0,0,0,0
gbexfal,0,0,0,0,0,0
bankofengland,en,0,critic,0,0,['BoEYouthForum']
GCHQ,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['BoEFlagship']
tes,0,0,0,0,0,0
WrightLinkLtd,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['WIFPowerlist20']
InnFin,0,0,0,0,0,0
toomeys,0,0,0,0,0,0
Briesias,0,0,0,0,0,0
payslippennies,0,0,0,0,0,0
Allchanges,0,0,0,0,0,0
simon_j5,0,0,0,0,0,0
TwistedTwittah,0,0,0,0,0,0
0zzieBattler,0,0,0,0,0,0
PeterLattimer,0,0,0,0,0,0
newsscape,0,0,0,0,0,0
LouisThomasYT,0,0,0,0,0,0
hyunjinki14,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['TimewisePowerList']
Timewise_UK,0,0,0,0,0,0
stephenfry,0,0,0,0,0,0
SLSingh,0,0,0,0,0,0
JezzCIA,0,0,0,0,0,0
jaymc2238,0,0,0,0,0,0
BarclaysUKHelp,0,0,0,0,0,0
ElenaKale,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['Dennis70']
ArthurAdams,0,0,0,0,0,0
madebyburton,0,0,0,0,0,0
HockSam,0,0,0,0,0,0
MustappaSirat,0,0,0,0,0,0
truegood2btrue,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['YLV']
bankofengland,en,0,unknown,0,0,['onthisday']
BoESouthEast,0,0,0,0,0,0
Riche1964,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['ChooseToChallenge', 'IWD2021']"
bankofengland,en,0,curious,0,0,"['internationalwomensday', 'IWD2021']"
harrisonkt_,0,0,0,0,0,0
CO3updates,0,0,0,0,0,0
ollie_pitcher,0,0,0,0,0,0
ProfCaryCooper,0,0,0,0,0,0
bankofengland,en,0,politics,0,0,['BankCameraAction']
bankofengland,en,0,unknown,0,0,['TTC2021']
techcharterUK,0,0,0,0,0,0
Unilever,0,0,0,0,0,0
mcnicollme,0,0,0,0,0,0
eF2YUQfOAqUo65Z,0,0,0,0,0,0
BagelBarton,0,0,0,0,0,0
WiltsCF,0,0,0,0,0,0
reddwarf4ever,0,0,0,0,0,0
jiminey56386668,0,0,0,0,0,0
rangerskyle72,0,0,0,0,0,0
Ammyanny3,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['NAW2021']
CareermapNews,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,"['NAW2021', 'buildthefuture']"
bankofengland,en,0,analyst,0,0,"['DasguptaReview', 'biodiversity']"
bankofengland,en,0,unknown,0,0,['LGBTHM21']
bankofengland,en,0,politics,0,0,['BankOverground']
Theohaywood8,0,0,0,0,0,0
biraofficial,0,0,0,0,0,0
NBCS_Tweet,0,0,0,0,0,0
lordstern1,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['Turing50']
JFKaddict,0,0,0,0,0,0
bankofengland,ro,0,unknown,0,0,
abutari40704181,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['FinancialStability']
bankofengland,en,0,critic,0,0,['BoEFlagship']
BoEWales,0,0,0,0,0,0
MarkFreemanML,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['EconoME', 'homelearning']"
anotherfineday,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,['FinancialStability']
bankofengland,en,0,unknown,0,0,"['TheNew50', 'banknotes']"
PancreaticCanUK,0,0,0,0,0,0
YoungMindsUK,0,0,0,0,0,0
Courtnxyyolivia,0,0,0,0,0,0
Sayedsaifindia,0,0,0,0,0,0
Ally1889,0,0,0,0,0,0
hinds_sarah,0,0,0,0,0,0
LaithKhalaf1,0,0,0,0,0,0
patrickarobey,0,0,0,0,0,0
youvsyoultd,0,0,0,0,0,0
ljpteacher,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BankCameraAction']
bankofengland,en,0,supporter,0,0,"['IDPD2020', 'PurpleLightUp']"
DisabilitySmart,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['IDPD2020']
ReedSmithD_I,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,['BoEKnowledgeBank']
banquedefrance,0,0,0,0,0,0
liliana_vvarela,0,0,0,0,0,0
AnthonyLeeZhang,0,0,0,0,0,0
SalihFendoglu,0,0,0,0,0,0
fdhassan,0,0,0,0,0,0
Haonan_Zhou,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,['BankCameraAction']
bankofengland,en,0,unknown,0,0,"['BankOverground', 'Covid19']"
LLRFoundation,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['Covid19']
bankofengland,en,0,finance expert,0,0,['Covid19']
bankofengland,en,0,supporter,0,0,['TransAwarenessWeek2020']
Econ_Foundation,0,0,0,0,0,0
NdKsF93pX7IQZti,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BoEYouthForum']
bycLIVE,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['Covid19']
CAPuk,0,0,0,0,0,0
itsdaeji,0,0,0,0,0,0
JoeyLDN,0,0,0,0,0,0
ben_moll,0,0,0,0,0,0
mcmahonecon,0,0,0,0,0,0
nd_econ,0,0,0,0,0,0
AimSurfer,0,0,0,0,0,0
Katie__Fox,0,0,0,0,0,0
galiciaforex,0,0,0,0,0,0
glamourie,0,0,0,0,0,0
CEOemail,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,"['AI', 'fintechBoE']"
bankofengland,en,0,supporter,0,0,"['BankOverground', 'Covid19']"
picturetony,0,0,0,0,0,0
UKgypsy77,0,0,0,0,0,0
roryobryan,0,0,0,0,0,0
JDrvr,0,0,0,0,0,0
RNIB,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['BlackHistoryMonth', 'BHM2020']"
bankofengland,en,0,finance expert,0,0,['BOECitizensPanel']
bankofengland,en,0,curious,0,0,"['BlackHistoryMonth', 'BHM2020']"
anj_ade,0,0,0,0,0,0
jamese3k1,0,0,0,0,0,0
JMLeitch,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['mentalhealth', 'WorldMentalHealthDay']"
LMAppeal,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['BankOverground', 'Covid19']"
bankofengland,en,0,supporter,0,0,['HelloYellow']
bankofengland,en,0,unknown,0,0,"['BoECommunityForum', 'Covid19']"
UKCF_tweets,0,0,0,0,0,0
AndyMRoberts,0,0,0,0,0,0
DominicFrisby,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['FinancialLiteracy']
LSEGplc,0,0,0,0,0,0
veeezwsm,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['AWA2020']
awaawardsuk,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['NationalInclusionWeek2020', 'Each1Reach1']"
IncEmp,0,0,0,0,0,0
MrRee1974,0,0,0,0,0,0
RedMissRed,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,"['NationalInclusionWeek2020', 'Each1Reach1']"
viegasf,0,0,0,0,0,0
GoogleAI,0,0,0,0,0,0
QUB_CEC,0,0,0,0,0,0
QUBelfast,0,0,0,0,0,0
Money_Advice,0,0,0,0,0,0
Chris_Susan,0,0,0,0,0,0
jamescunnington,0,0,0,0,0,0
MattyHayes22,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,['Covid19']
bankofengland,et,0,unknown,0,0,
ngelaAlmanzar1,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['thenew50', 'banknotes']"
artoneill,0,0,0,0,0,0
financialombuds,0,0,0,0,0,0
bankofengland,en,0,supporter,0,0,['HERRoleModels20']
HERoesinB,0,0,0,0,0,0
fenalsflick,0,0,0,0,0,0
YoavSoffer,0,0,0,0,0,0
IAI_TV,0,0,0,0,0,0
HTLGIFestival,0,0,0,0,0,0
VilliersPark,0,0,0,0,0,0
SocialMobilityF,0,0,0,0,0,0
Google,0,0,0,0,0,0
JakeYeo1,0,0,0,0,0,0
nicoleelliott50,0,0,0,0,0,0
starlemusique,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BaileyatBrookings']
BrookingsInst,0,0,0,0,0,0
Roland78332687,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,"['BoEYouthForum', 'YouthVoice']"
mr_c_mr__c,0,0,0,0,0,0
LisaS2703,0,0,0,0,0,0
AevoJaeger,0,0,0,0,0,0
Matty_TEE,0,0,0,0,0,0
BITC,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,['JacksonHole2020']
KansasCityFed,0,0,0,0,0,0
kimnicoll3,0,0,0,0,0,0
bankofengland,en,0,curious,0,0,"['BoEYouthForum', 'YouthVoice']"
jingscriven,0,0,0,0,0,0
ARoberts3234,0,0,0,0,0,0
lightbody,0,0,0,0,0,0
TUMEKE_blog,0,0,0,0,0,0
AndyCraig2210,0,0,0,0,0,0
Livetorock2018,0,0,0,0,0,0
britishinsafian,0,0,0,0,0,0
Helenajay,0,0,0,0,0,0
nadinethedream_,0,0,0,0,0,0
TomW83mcfc,0,0,0,0,0,0
Gemit92,0,0,0,0,0,0
ThePaulClements,0,0,0,0,0,0
Kash1690,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,"['MonetaryPolicyReport', 'FinancialStabilityReport']"
ad_walsh_,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,['BoEKnowledgeBank']
PeTeVxR8,0,0,0,0,0,0
CranfieldTom,0,0,0,0,0,0
XrpEthan,0,0,0,0,0,0
TheBabyExpert,0,0,0,0,0,0
ZanderPretoriu1,0,0,0,0,0,0
haskelecon,0,0,0,0,0,0
andrewlees501,0,0,0,0,0,0
FionaWoos,0,0,0,0,0,0
bankofengland,en,0,finance expert,0,0,['MoneyandMe']
SCHOOLSNE,0,0,0,0,0,0
Neo54966275,0,0,0,0,0,0
BrianDrian,0,0,0,0,0,0
petrball,0,0,0,0,0,0
forb69420,0,0,0,0,0,0
bankofengland,en,0,analyst,0,0,"['BankOverground', 'mortgages']"
bankofengland,en,0,unknown,0,0,['LCAW2020']
UKFtweets,0,0,0,0,0,0
Step14Johnathon,0,0,0,0,0,0
bankofengland,en,0,unknown,0,0,"['Pride2020', 'Pride']"
bankofengland,en,0,unknown,0,0,"['Covid19', 'BankOverground']"
PrueLeith,0,0,0,0,0,0
2ddi_SA,0,0,0,0,0,0
My5_tv,0,0,0,0,0,0
SaudAbuHarbesh,0,0,0,0,0,0
mattames80,0,0,0,0,0,0
80sNostalgiafan,0,0,0,0,0,0
MagicPoetDamo,0,0,0,0,0,0
jmsld_,0,0,0,0,0,0
paulCor44283590,0,0,0,0,0,0
wayfarer26,0,0,0,0,0,0
WillPulham,0,0,0,0,0,0
